,AAPL,AAPL,AAPL,AAPL,AAPL
,open,high,low,close,volume
2020-10-01 07:15:00-04:00,117.451,117.451,117.451,117.451,100
2020-10-01 07:30:00-04:00,117.451,117.461,117.451,117.461,300
2020-10-01 07:45:00-04:00,117.47,117.491,117.47,117.491,298
2020-10-01 08:15:00-04:00,117.45,117.45,117.45,117.45,100
2020-10-01 08:30:00-04:00,117.586,117.851,117.586,117.851,277
2020-10-01 08:45:00-04:00,117.99,117.999,117.63,117.63,1019
2020-10-01 09:00:00-04:00,117.62,117.62,117.451,117.489,1244
2020-10-01 09:15:00-04:00,117.45,117.74,117.45,117.691,3390
2020-10-01 09:30:00-04:00,117.67,117.7,116.43,116.96,347149
2020-10-01 09:45:00-04:00,117.02,117.04,116.17,116.4,210898
2020-10-01 10:00:00-04:00,116.36,116.965,116.28,116.66,184190
2020-10-01 10:15:00-04:00,116.66,116.89,116.43,116.65,106453
2020-10-01 10:30:00-04:00,116.65,117.01,116.5,116.81,132216
2020-10-01 10:45:00-04:00,116.82,116.91,116.51,116.76,121822
2020-10-01 11:00:00-04:00,116.78,116.89,116.15,116.4,128262
2020-10-01 11:15:00-04:00,116.35,116.71,116.35,116.64,97430
2020-10-01 11:30:00-04:00,116.65,116.88,116.61,116.67,96534
2020-10-01 11:45:00-04:00,116.69,116.69,116.25,116.34,84615
2020-10-01 12:00:00-04:00,116.3,116.35,115.9,116.12,112667
2020-10-01 12:15:00-04:00,116.07,116.39,115.84,116.24,98313
2020-10-01 12:30:00-04:00,116.23,116.45,116.015,116.18,79363
2020-10-01 12:45:00-04:00,116.15,116.36,116.07,116.34,261532
2020-10-01 13:00:00-04:00,116.34,116.54,116.28,116.43,48198
2020-10-01 13:15:00-04:00,116.42,116.54,116.23,116.38,79258
2020-10-01 13:30:00-04:00,116.41,116.76,116.35,116.67,65595
2020-10-01 13:45:00-04:00,116.7,116.92,116.25,116.39,90948
2020-10-01 14:00:00-04:00,116.49,116.78,115.93,116.18,152489
2020-10-01 14:15:00-04:00,116.17,116.48,115.93,116.42,103605
2020-10-01 14:30:00-04:00,116.41,116.74,116.4,116.735,117835
2020-10-01 14:45:00-04:00,116.72,116.93,116.48,116.725,103397
2020-10-01 15:00:00-04:00,116.76,116.99,116.49,116.541,103342
2020-10-01 15:15:00-04:00,116.56,116.56,116.3,116.38,115640
2020-10-01 15:30:00-04:00,116.38,116.55,116.13,116.35,129234
2020-10-01 15:45:00-04:00,116.33,117.0,116.29,116.77,255455
2020-10-01 18:15:00-04:00,116.851,116.851,116.851,116.851,100
2020-10-02 07:00:00-04:00,114.0,114.03,113.649,113.649,1391
2020-10-02 07:15:00-04:00,113.689,113.689,113.251,113.251,700
2020-10-02 07:30:00-04:00,113.279,113.279,113.099,113.099,703
2020-10-02 07:45:00-04:00,113.031,113.149,112.899,112.899,1042
2020-10-02 08:00:00-04:00,112.941,113.639,112.941,113.639,1798
2020-10-02 08:15:00-04:00,113.599,113.911,113.599,113.761,3118
2020-10-02 08:30:00-04:00,113.704,113.704,113.471,113.471,1475
2020-10-02 08:45:00-04:00,113.389,113.389,113.126,113.251,1513
2020-10-02 09:00:00-04:00,112.78,112.911,112.719,112.911,1275
2020-10-02 09:15:00-04:00,112.961,113.03,112.609,112.82,3251
2020-10-02 09:30:00-04:00,112.81,114.58,112.24,114.21,350636
2020-10-02 09:45:00-04:00,114.19,114.599,113.67,114.16,198795
2020-10-02 10:00:00-04:00,114.09,115.05,114.09,115.01,514286
2020-10-02 10:15:00-04:00,114.99,115.251,114.66,115.195,157097
2020-10-02 10:30:00-04:00,115.185,115.37,114.81,114.87,138257
2020-10-02 10:45:00-04:00,114.83,115.23,114.72,115.14,120004
2020-10-02 11:00:00-04:00,115.11,115.18,114.54,114.78,122543
2020-10-02 11:15:00-04:00,114.8,114.93,114.4,114.43,80595
2020-10-02 11:30:00-04:00,114.4,114.48,113.54,113.85,164127
2020-10-02 11:45:00-04:00,113.82,114.05,113.15,113.3,180093
2020-10-02 12:00:00-04:00,113.31,114.21,112.57,113.9,297948
2020-10-02 12:15:00-04:00,113.94,114.52,113.83,114.19,115665
2020-10-02 12:30:00-04:00,114.2,114.47,113.85,114.38,95767
2020-10-02 12:45:00-04:00,114.41,114.47,114.06,114.11,109183
2020-10-02 13:00:00-04:00,114.08,114.14,113.57,113.62,97746
2020-10-02 13:15:00-04:00,113.63,113.955,113.5,113.9,82976
2020-10-02 13:30:00-04:00,113.92,113.97,113.39,113.48,81404
2020-10-02 13:45:00-04:00,113.37,113.64,113.28,113.6,82777
2020-10-02 14:00:00-04:00,113.57,114.26,113.57,114.0,88423
2020-10-02 14:15:00-04:00,114.01,114.1,113.65,113.75,93054
2020-10-02 14:30:00-04:00,113.805,113.85,113.2,113.39,113082
2020-10-02 14:45:00-04:00,113.375,113.89,113.29,113.74,104174
2020-10-02 15:00:00-04:00,113.76,113.92,113.19,113.305,125366
2020-10-02 15:15:00-04:00,113.28,113.63,113.155,113.46,105828
2020-10-02 15:30:00-04:00,113.49,113.92,113.3,113.691,136849
2020-10-02 15:45:00-04:00,113.68,113.71,112.97,113.0,352943
2020-10-02 16:30:00-04:00,113.269,113.269,113.204,113.204,228
2020-10-02 16:45:00-04:00,113.181,113.181,113.181,113.181,100
2020-10-02 17:15:00-04:00,112.901,112.939,112.75,112.939,500
2020-10-05 07:00:00-04:00,114.43,114.43,114.43,114.43,100
2020-10-05 07:15:00-04:00,114.05,114.05,114.05,114.05,200
2020-10-05 07:45:00-04:00,114.221,114.289,114.089,114.089,500
2020-10-05 08:00:00-04:00,114.029,114.119,113.961,114.119,1200
2020-10-05 08:15:00-04:00,113.96,113.96,113.901,113.939,1002
2020-10-05 08:30:00-04:00,113.739,113.739,113.739,113.739,100
2020-10-05 08:45:00-04:00,113.921,113.999,113.921,113.961,586
2020-10-05 09:00:00-04:00,113.979,114.05,113.979,114.05,201
2020-10-05 09:15:00-04:00,113.939,113.96,113.939,113.949,400
2020-10-05 09:30:00-04:00,113.93,114.31,113.55,113.98,270746
2020-10-05 09:45:00-04:00,114.0,114.665,113.87,114.57,204441
2020-10-05 10:00:00-04:00,114.64,115.189,114.62,115.06,158694
2020-10-05 10:15:00-04:00,115.08,115.15,114.82,114.96,111550
2020-10-05 10:30:00-04:00,115.0,115.49,114.97,115.31,129744
2020-10-05 10:45:00-04:00,115.36,115.485,115.13,115.15,138197
2020-10-05 11:00:00-04:00,115.12,115.17,114.83,115.04,130063
2020-10-05 11:15:00-04:00,115.05,115.33,115.035,115.311,140705
2020-10-05 11:30:00-04:00,115.335,115.36,114.94,115.02,87783
2020-10-05 11:45:00-04:00,115.015,115.215,114.94,115.175,87791
2020-10-05 12:00:00-04:00,115.175,115.49,115.08,115.43,124000
2020-10-05 12:15:00-04:00,115.43,115.775,115.34,115.71,97764
2020-10-05 12:30:00-04:00,115.71,115.74,115.52,115.7,60469
2020-10-05 12:45:00-04:00,115.7,115.84,115.57,115.81,112690
2020-10-05 13:00:00-04:00,115.81,116.09,115.81,116.08,70583
2020-10-05 13:15:00-04:00,116.07,116.11,115.75,115.91,64635
2020-10-05 13:30:00-04:00,115.93,115.94,115.69,115.755,80287
2020-10-05 13:45:00-04:00,115.73,115.765,115.35,115.49,191500
2020-10-05 14:00:00-04:00,115.46,115.5,115.18,115.405,78803
2020-10-05 14:15:00-04:00,115.395,115.46,115.21,115.27,86738
2020-10-05 14:30:00-04:00,115.26,115.67,115.25,115.64,81893
2020-10-05 14:45:00-04:00,115.66,115.975,115.59,115.97,100646
2020-10-05 15:00:00-04:00,115.99,116.3,115.88,116.281,125424
2020-10-05 15:15:00-04:00,116.285,116.395,116.161,116.32,280672
2020-10-05 15:30:00-04:00,116.28,116.42,116.09,116.181,117926
2020-10-05 15:45:00-04:00,116.18,116.61,116.16,116.58,337624
2020-10-06 07:30:00-04:00,116.021,116.021,116.021,116.021,100
2020-10-06 07:45:00-04:00,115.93,115.93,115.799,115.839,405
2020-10-06 08:00:00-04:00,115.849,115.96,115.76,115.96,1530
2020-10-06 08:15:00-04:00,115.87,115.91,115.87,115.91,330
2020-10-06 08:30:00-04:00,116.089,116.089,115.799,115.899,1326
2020-10-06 08:45:00-04:00,115.839,115.839,115.829,115.829,200
2020-10-06 09:00:00-04:00,115.959,115.996,115.959,115.996,200
2020-10-06 09:15:00-04:00,115.851,115.989,115.78,115.78,2312
2020-10-06 09:30:00-04:00,115.72,116.119,115.04,115.2,287098
2020-10-06 09:45:00-04:00,115.18,115.21,114.55,114.92,219947
2020-10-06 10:00:00-04:00,114.9,115.44,114.87,115.369,141280
2020-10-06 10:15:00-04:00,115.34,115.59,115.0,115.2,212759
2020-10-06 10:30:00-04:00,115.21,115.35,114.57,114.82,156945
2020-10-06 10:45:00-04:00,114.8,115.24,114.8,115.0,80949
2020-10-06 11:00:00-04:00,114.98,115.12,114.3,114.47,153256
2020-10-06 11:15:00-04:00,114.475,114.48,113.67,114.04,222335
2020-10-06 11:30:00-04:00,114.04,114.3,113.88,114.2,118045
2020-10-06 11:45:00-04:00,114.18,114.19,113.49,113.84,149979
2020-10-06 12:00:00-04:00,113.8,115.21,113.8,114.91,375209
2020-10-06 12:15:00-04:00,114.92,115.05,114.68,114.9,188492
2020-10-06 12:30:00-04:00,114.92,115.049,114.69,114.94,84437
2020-10-06 12:45:00-04:00,114.96,115.439,114.95,115.27,86558
2020-10-06 13:00:00-04:00,115.285,115.62,115.25,115.45,112652
2020-10-06 13:15:00-04:00,115.441,115.61,115.13,115.21,91046
2020-10-06 13:30:00-04:00,115.21,115.27,114.83,114.95,114503
2020-10-06 13:45:00-04:00,114.955,115.025,114.79,114.98,75446
2020-10-06 14:00:00-04:00,114.98,115.4,114.92,115.38,69344
2020-10-06 14:15:00-04:00,115.33,115.6,115.27,115.44,57287
2020-10-06 14:30:00-04:00,115.46,115.95,115.44,115.94,87236
2020-10-06 14:45:00-04:00,115.95,116.01,113.14,114.05,279708
2020-10-06 15:00:00-04:00,114.01,114.01,112.26,113.651,1592084
2020-10-06 15:15:00-04:00,113.58,114.03,113.22,113.78,1143801
2020-10-06 15:30:00-04:00,113.77,114.02,113.27,113.31,687672
2020-10-06 15:45:00-04:00,113.28,113.47,112.82,113.16,417136
2020-10-06 16:00:00-04:00,113.24,113.24,113.07,113.07,599
2020-10-06 16:15:00-04:00,113.02,113.02,112.851,112.851,315
2020-10-06 16:45:00-04:00,112.69,112.69,112.35,112.354,663
2020-10-06 17:00:00-04:00,112.501,112.59,112.501,112.59,250
2020-10-06 17:15:00-04:00,112.721,112.829,112.721,112.799,300
2020-10-06 17:45:00-04:00,112.891,112.891,112.891,112.891,100
2020-10-06 18:00:00-04:00,112.729,112.729,112.729,112.729,100
2020-10-06 18:15:00-04:00,112.889,112.889,112.889,112.889,100
2020-10-06 18:30:00-04:00,112.939,112.939,112.939,112.939,100
2020-10-06 18:45:00-04:00,112.799,112.799,112.799,112.799,100
2020-10-07 07:00:00-04:00,114.08,114.439,114.07,114.299,845
2020-10-07 07:15:00-04:00,114.289,114.31,114.27,114.27,987
2020-10-07 07:45:00-04:00,114.389,114.389,114.339,114.339,200
2020-10-07 08:00:00-04:00,114.299,114.481,114.299,114.481,801
2020-10-07 08:15:00-04:00,114.609,114.609,114.449,114.449,1125
2020-10-07 08:30:00-04:00,114.489,114.499,114.43,114.499,850
2020-10-07 08:45:00-04:00,114.516,114.681,114.516,114.579,1191
2020-10-07 09:00:00-04:00,114.61,114.701,114.549,114.701,1280
2020-10-07 09:15:00-04:00,114.601,114.749,114.596,114.63,3546
2020-10-07 09:30:00-04:00,114.6,115.24,114.4,115.0,292016
2020-10-07 09:45:00-04:00,115.04,115.16,114.61,114.64,167737
2020-10-07 10:00:00-04:00,114.66,114.74,114.28,114.43,149799
2020-10-07 10:15:00-04:00,114.41,114.65,114.131,114.3,157531
2020-10-07 10:30:00-04:00,114.3,114.58,114.19,114.56,115677
2020-10-07 10:45:00-04:00,114.57,114.93,114.39,114.91,93908
2020-10-07 11:00:00-04:00,114.92,115.04,114.78,114.885,111761
2020-10-07 11:15:00-04:00,114.91,115.11,114.82,115.05,88860
2020-10-07 11:30:00-04:00,115.08,115.15,114.73,114.81,105990
2020-10-07 11:45:00-04:00,114.81,114.9,114.67,114.68,87752
2020-10-07 12:00:00-04:00,114.7,114.935,114.63,114.91,65361
2020-10-07 12:15:00-04:00,114.9,114.96,114.14,114.47,117596
2020-10-07 12:30:00-04:00,114.475,114.81,114.475,114.75,57028
2020-10-07 12:45:00-04:00,114.73,115.0,114.56,114.97,43774
2020-10-07 13:00:00-04:00,114.97,115.09,114.88,114.98,81159
2020-10-07 13:15:00-04:00,114.98,115.11,114.97,115.1,58209
2020-10-07 13:30:00-04:00,115.14,115.44,115.1,115.4,101118
2020-10-07 13:45:00-04:00,115.41,115.48,115.14,115.2,77535
2020-10-07 14:00:00-04:00,115.22,115.39,114.99,115.17,60281
2020-10-07 14:15:00-04:00,115.17,115.44,115.06,115.33,65560
2020-10-07 14:30:00-04:00,115.34,115.405,115.09,115.2,66871
2020-10-07 14:45:00-04:00,115.17,115.37,115.16,115.305,48107
2020-10-07 15:00:00-04:00,115.27,115.44,115.235,115.321,86662
2020-10-07 15:15:00-04:00,115.34,115.34,115.07,115.13,116130
2020-10-07 15:30:00-04:00,115.14,115.21,115.03,115.17,84979
2020-10-07 15:45:00-04:00,115.19,115.26,114.85,115.1,312263
2020-10-08 07:00:00-04:00,115.95,115.95,115.95,115.95,154
2020-10-08 07:15:00-04:00,116.05,116.05,116.05,116.05,200
2020-10-08 07:45:00-04:00,116.061,116.251,116.061,116.251,515
2020-10-08 08:00:00-04:00,116.209,116.41,116.151,116.41,702
2020-10-08 08:15:00-04:00,116.429,116.429,116.299,116.331,701
2020-10-08 08:30:00-04:00,116.151,116.251,116.139,116.241,600
2020-10-08 08:45:00-04:00,116.279,116.279,116.201,116.201,500
2020-10-08 09:00:00-04:00,116.261,116.261,116.219,116.219,500
2020-10-08 09:15:00-04:00,116.21,116.229,116.201,116.201,616
2020-10-08 09:30:00-04:00,116.22,116.38,115.49,115.69,318622
2020-10-08 09:45:00-04:00,115.685,116.005,115.36,115.525,220855
2020-10-08 10:00:00-04:00,115.56,115.68,115.2,115.38,140686
2020-10-08 10:15:00-04:00,115.371,115.525,115.06,115.2,109704
2020-10-08 10:30:00-04:00,115.22,115.45,115.22,115.42,98222
2020-10-08 10:45:00-04:00,115.41,115.44,115.11,115.27,101908
2020-10-08 11:00:00-04:00,115.27,115.58,115.151,115.545,94239
2020-10-08 11:15:00-04:00,115.56,115.77,115.43,115.445,123155
2020-10-08 11:30:00-04:00,115.455,115.455,114.92,115.265,149490
2020-10-08 11:45:00-04:00,115.25,115.365,115.11,115.23,71181
2020-10-08 12:00:00-04:00,115.29,115.53,115.24,115.52,85249
2020-10-08 12:15:00-04:00,115.525,115.525,115.34,115.36,130734
2020-10-08 12:30:00-04:00,115.355,115.41,115.25,115.29,55664
2020-10-08 12:45:00-04:00,115.31,115.37,115.17,115.28,77738
2020-10-08 13:00:00-04:00,115.28,115.29,115.07,115.14,53131
2020-10-08 13:15:00-04:00,115.12,115.13,114.66,114.82,163804
2020-10-08 13:30:00-04:00,114.83,114.985,114.77,114.88,59356
2020-10-08 13:45:00-04:00,114.865,114.89,114.7,114.71,43401
2020-10-08 14:00:00-04:00,114.72,114.92,114.61,114.88,131910
2020-10-08 14:15:00-04:00,114.88,115.025,114.84,114.9,56935
2020-10-08 14:30:00-04:00,114.91,115.05,114.83,115.03,62962
2020-10-08 14:45:00-04:00,115.01,115.14,114.941,115.1,289557
2020-10-08 15:00:00-04:00,115.075,115.125,114.85,114.99,56206
2020-10-08 15:15:00-04:00,115.0,115.03,114.82,114.96,104667
2020-10-08 15:30:00-04:00,114.97,115.0,114.87,114.95,73793
2020-10-08 15:45:00-04:00,114.975,115.0,114.79,114.94,478313
2020-10-08 16:00:00-04:00,114.83,114.83,114.83,114.83,400
2020-10-08 16:45:00-04:00,115.101,115.101,115.101,115.101,100
2020-10-08 17:00:00-04:00,115.139,115.139,115.139,115.139,200
2020-10-08 17:45:00-04:00,115.139,115.149,115.099,115.109,600
2020-10-08 18:00:00-04:00,115.149,115.179,115.149,115.15,500
2020-10-08 18:15:00-04:00,115.159,115.159,115.159,115.159,100
2020-10-08 18:30:00-04:00,115.151,115.151,115.151,115.151,100
2020-10-08 18:45:00-04:00,115.199,115.199,115.199,115.199,100
2020-10-09 07:00:00-04:00,115.3,115.3,115.3,115.3,250
2020-10-09 07:30:00-04:00,115.271,115.271,115.231,115.231,201
2020-10-09 07:45:00-04:00,115.229,115.289,115.229,115.249,300
2020-10-09 08:00:00-04:00,115.201,115.201,115.201,115.201,100
2020-10-09 08:15:00-04:00,115.35,115.35,115.35,115.35,100
2020-10-09 08:30:00-04:00,115.35,115.431,115.35,115.431,200
2020-10-09 08:45:00-04:00,115.609,115.609,115.609,115.609,100
2020-10-09 09:00:00-04:00,115.441,115.471,115.421,115.471,500
2020-10-09 09:15:00-04:00,115.391,115.391,115.14,115.239,1700
2020-10-09 09:30:00-04:00,115.28,115.78,114.92,115.64,249920
2020-10-09 09:45:00-04:00,115.65,116.261,115.65,115.94,389847
2020-10-09 10:00:00-04:00,115.935,116.21,115.84,115.97,178767
2020-10-09 10:15:00-04:00,115.94,116.12,115.7,115.96,194868
2020-10-09 10:30:00-04:00,115.97,116.085,115.93,115.995,94922
2020-10-09 10:45:00-04:00,115.99,116.36,115.99,116.27,147179
2020-10-09 11:00:00-04:00,116.27,116.37,116.11,116.22,120053
2020-10-09 11:15:00-04:00,116.21,116.24,115.93,116.01,99129
2020-10-09 11:30:00-04:00,116.01,116.2,115.88,115.9,79804
2020-10-09 11:45:00-04:00,115.93,116.15,115.82,116.13,97479
2020-10-09 12:00:00-04:00,116.155,116.35,116.125,116.24,164349
2020-10-09 12:15:00-04:00,116.25,116.26,115.78,116.0,79843
2020-10-09 12:30:00-04:00,116.0,116.23,116.0,116.18,67079
2020-10-09 12:45:00-04:00,116.19,116.32,116.15,116.29,54348
2020-10-09 13:00:00-04:00,116.3,116.615,116.29,116.47,111011
2020-10-09 13:15:00-04:00,116.475,116.53,116.19,116.2,415019
2020-10-09 13:30:00-04:00,116.2,116.245,116.0,116.07,103933
2020-10-09 13:45:00-04:00,116.03,116.18,116.01,116.13,82605
2020-10-09 14:00:00-04:00,116.14,116.33,116.12,116.28,69358
2020-10-09 14:15:00-04:00,116.275,116.41,116.23,116.235,56228
2020-10-09 14:30:00-04:00,116.24,116.449,116.16,116.4,92405
2020-10-09 14:45:00-04:00,116.4,116.4,116.05,116.09,82462
2020-10-09 15:00:00-04:00,116.085,116.31,116.035,116.3,143706
2020-10-09 15:15:00-04:00,116.3,116.58,116.295,116.57,165833
2020-10-09 15:30:00-04:00,116.565,116.62,116.36,116.57,120290
2020-10-09 15:45:00-04:00,116.565,117.0,116.48,116.99,331172
2020-10-09 16:15:00-04:00,117.301,117.369,117.301,117.321,700
2020-10-09 16:45:00-04:00,117.319,117.451,117.319,117.451,520
2020-10-09 17:00:00-04:00,117.469,117.469,117.439,117.439,300
2020-10-09 17:15:00-04:00,117.479,117.479,117.479,117.479,100
2020-10-12 07:00:00-04:00,120.36,120.36,120.13,120.299,890
2020-10-12 07:15:00-04:00,120.371,120.471,120.369,120.399,600
2020-10-12 07:30:00-04:00,120.351,120.511,120.251,120.501,700
2020-10-12 07:45:00-04:00,120.489,120.789,120.489,120.789,1421
2020-10-12 08:00:00-04:00,120.761,120.789,120.589,120.621,1162
2020-10-12 08:15:00-04:00,120.761,120.979,120.671,120.979,1536
2020-10-12 08:30:00-04:00,120.9,120.971,120.9,120.929,1063
2020-10-12 08:45:00-04:00,120.871,120.871,120.59,120.6,1876
2020-10-12 09:00:00-04:00,120.551,120.8,120.429,120.429,7118
2020-10-12 09:15:00-04:00,120.53,120.57,120.021,120.021,3678
2020-10-12 09:30:00-04:00,120.07,121.48,119.295,120.53,665479
2020-10-12 09:45:00-04:00,120.6,120.779,119.86,120.46,286339
2020-10-12 10:00:00-04:00,120.445,120.78,120.2,120.519,175293
2020-10-12 10:15:00-04:00,120.515,121.15,120.44,120.92,197485
2020-10-12 10:30:00-04:00,120.88,121.38,120.77,121.38,211879
2020-10-12 10:45:00-04:00,121.39,121.82,121.1,121.79,349862
2020-10-12 11:00:00-04:00,121.8,122.36,121.781,122.1,407219
2020-10-12 11:15:00-04:00,122.11,122.63,122.11,122.529,225650
2020-10-12 11:30:00-04:00,122.539,123.625,122.53,123.185,456853
2020-10-12 11:45:00-04:00,123.205,123.31,122.3,122.71,445613
2020-10-12 12:00:00-04:00,122.74,123.19,122.59,122.93,278312
2020-10-12 12:15:00-04:00,122.925,123.34,122.83,123.28,175713
2020-10-12 12:30:00-04:00,123.301,123.59,123.04,123.56,340991
2020-10-12 12:45:00-04:00,123.565,123.75,123.41,123.57,341888
2020-10-12 13:00:00-04:00,123.58,123.84,123.36,123.515,178947
2020-10-12 13:15:00-04:00,123.5,124.0,123.48,123.98,240354
2020-10-12 13:30:00-04:00,123.99,124.38,123.91,124.33,316362
2020-10-12 13:45:00-04:00,124.33,124.47,124.2,124.31,322396
2020-10-12 14:00:00-04:00,124.301,125.11,124.301,124.919,546667
2020-10-12 14:15:00-04:00,124.94,125.18,124.71,125.04,470443
2020-10-12 14:30:00-04:00,125.06,125.09,124.2,124.455,740157
2020-10-12 14:45:00-04:00,124.475,124.95,124.17,124.291,756825
2020-10-12 15:00:00-04:00,124.31,124.589,123.84,123.86,384009
2020-10-12 15:15:00-04:00,123.865,124.3,123.62,124.275,365787
2020-10-12 15:30:00-04:00,124.315,124.39,123.97,124.34,573720
2020-10-12 15:45:00-04:00,124.33,124.65,124.01,124.29,667547
2020-10-12 16:00:00-04:00,124.69,124.69,124.69,124.69,150
2020-10-12 16:15:00-04:00,124.4,124.4,124.4,124.4,220
2020-10-12 16:30:00-04:00,124.609,124.609,124.609,124.609,100
2020-10-12 16:45:00-04:00,124.689,124.689,124.689,124.689,100
2020-10-12 17:45:00-04:00,124.769,124.939,124.769,124.939,400
2020-10-12 18:00:00-04:00,124.951,124.951,124.85,124.861,1005
2020-10-12 18:15:00-04:00,124.919,124.939,124.919,124.939,302
2020-10-12 18:30:00-04:00,124.811,124.811,124.661,124.721,600
2020-10-12 18:45:00-04:00,124.679,124.739,124.679,124.739,200
2020-10-13 07:00:00-04:00,126.13,126.361,125.401,126.351,1066
2020-10-13 07:15:00-04:00,126.389,126.59,126.389,126.449,2329
2020-10-13 07:30:00-04:00,126.539,126.539,126.121,126.151,965
2020-10-13 07:45:00-04:00,126.239,126.299,126.151,126.179,503
2020-10-13 08:00:00-04:00,126.301,126.301,125.811,125.851,1045
2020-10-13 08:15:00-04:00,126.141,126.301,126.099,126.189,1403
2020-10-13 08:30:00-04:00,126.25,126.461,125.99,125.99,1300
2020-10-13 08:45:00-04:00,125.976,125.976,125.8,125.856,1905
2020-10-13 09:00:00-04:00,125.714,125.714,125.154,125.2,3048
2020-10-13 09:15:00-04:00,125.39,125.8,125.31,125.36,2449
2020-10-13 09:30:00-04:00,125.23,125.38,121.53,122.14,853211
2020-10-13 09:45:00-04:00,122.14,122.92,121.645,122.89,266968
2020-10-13 10:00:00-04:00,122.89,123.21,122.51,122.84,184137
2020-10-13 10:15:00-04:00,122.85,123.9,122.755,123.75,235725
2020-10-13 10:30:00-04:00,123.755,123.805,123.05,123.35,132470
2020-10-13 10:45:00-04:00,123.41,123.87,123.32,123.5,172518
2020-10-13 11:00:00-04:00,123.57,124.38,123.52,124.22,159183
2020-10-13 11:15:00-04:00,124.25,124.73,124.18,124.44,157789
2020-10-13 11:30:00-04:00,124.43,124.64,123.67,123.7,142697
2020-10-13 11:45:00-04:00,123.67,123.87,123.16,123.71,142846
2020-10-13 12:00:00-04:00,123.74,123.76,122.66,122.9,121890
2020-10-13 12:15:00-04:00,122.91,123.13,122.49,123.08,162371
2020-10-13 12:30:00-04:00,123.08,123.09,122.66,122.93,83343
2020-10-13 12:45:00-04:00,122.89,122.89,122.2,122.665,122995
2020-10-13 13:00:00-04:00,122.62,122.75,120.79,122.75,282788
2020-10-13 13:15:00-04:00,122.68,123.66,121.87,122.58,458394
2020-10-13 13:30:00-04:00,122.59,122.65,121.11,121.11,213139
2020-10-13 13:45:00-04:00,121.11,122.05,119.65,120.39,523247
2020-10-13 14:00:00-04:00,120.38,120.81,119.88,120.75,333998
2020-10-13 14:15:00-04:00,120.75,121.44,120.55,120.91,647705
2020-10-13 14:30:00-04:00,120.9,121.36,120.48,121.12,210183
2020-10-13 14:45:00-04:00,121.17,121.43,120.86,121.3,202912
2020-10-13 15:00:00-04:00,121.26,121.75,121.21,121.6,240318
2020-10-13 15:15:00-04:00,121.6,122.19,121.51,121.805,220196
2020-10-13 15:30:00-04:00,121.82,122.05,121.57,121.57,216179
2020-10-13 15:45:00-04:00,121.58,121.78,121.04,121.04,298938
2020-10-13 16:00:00-04:00,121.05,121.05,121.05,121.05,100
2020-10-13 16:15:00-04:00,121.24,121.311,121.24,121.241,350
2020-10-13 16:30:00-04:00,121.1,121.1,120.83,120.83,259
2020-10-13 16:45:00-04:00,120.849,120.849,120.749,120.75,700
2020-10-13 17:00:00-04:00,120.779,120.779,120.779,120.779,100
2020-10-13 17:15:00-04:00,120.749,120.801,120.749,120.751,400
2020-10-14 07:00:00-04:00,121.03,121.03,120.86,121.01,450
2020-10-14 07:15:00-04:00,121.201,121.48,121.201,121.48,300
2020-10-14 07:30:00-04:00,121.501,121.539,121.439,121.439,600
2020-10-14 07:45:00-04:00,121.401,121.401,121.401,121.401,100
2020-10-14 08:00:00-04:00,121.51,121.51,121.489,121.489,200
2020-10-14 08:15:00-04:00,121.321,121.399,121.301,121.301,732
2020-10-14 08:30:00-04:00,121.361,121.361,121.26,121.26,200
2020-10-14 08:45:00-04:00,121.321,121.321,121.259,121.301,695
2020-10-14 09:00:00-04:00,121.211,121.211,121.029,121.151,612
2020-10-14 09:15:00-04:00,121.131,121.209,120.899,121.079,1668
2020-10-14 09:30:00-04:00,120.9,122.63,120.07,122.61,337683
2020-10-14 09:45:00-04:00,122.57,123.02,122.39,122.68,178217
2020-10-14 10:00:00-04:00,122.705,122.78,122.089,122.22,200568
2020-10-14 10:15:00-04:00,122.21,122.31,121.4,121.615,126741
2020-10-14 10:30:00-04:00,121.72,122.185,121.19,122.11,130770
2020-10-14 10:45:00-04:00,122.01,122.385,121.78,122.12,133586
2020-10-14 11:00:00-04:00,122.2,122.255,121.84,122.04,121707
2020-10-14 11:15:00-04:00,122.05,122.1,121.5,121.6,129894
2020-10-14 11:30:00-04:00,121.6,121.72,121.28,121.36,120583
2020-10-14 11:45:00-04:00,121.35,121.39,120.72,120.83,196353
2020-10-14 12:00:00-04:00,120.85,121.325,120.76,120.85,136559
2020-10-14 12:15:00-04:00,120.88,120.93,119.73,120.24,352014
2020-10-14 12:30:00-04:00,120.25,120.56,120.09,120.52,135534
2020-10-14 12:45:00-04:00,120.5,120.65,120.0,120.295,147868
2020-10-14 13:00:00-04:00,120.26,120.76,120.18,120.425,81816
2020-10-14 13:15:00-04:00,120.43,120.57,120.09,120.16,338853
2020-10-14 13:30:00-04:00,120.21,120.395,119.63,120.27,165548
2020-10-14 13:45:00-04:00,120.28,120.7,120.28,120.54,138096
2020-10-14 14:00:00-04:00,120.54,121.08,120.53,121.08,130099
2020-10-14 14:15:00-04:00,121.09,121.195,120.52,120.825,251469
2020-10-14 14:30:00-04:00,120.83,121.04,120.52,120.85,92562
2020-10-14 14:45:00-04:00,120.88,121.36,120.76,121.165,99974
2020-10-14 15:00:00-04:00,121.22,121.73,121.055,121.66,122140
